citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa,record_id,citekey_collision
Weber2024,ARTICLE,Oral Cannabidiol for Seborrheic Dermatitis in Patients With Parkinson Disease: Randomized Clinical Trial,"Weber, Isaac and Zagona-Prizio, Caterina and Sivesind, Torunn E. and Adelman, Madeline and Szeto, Mindy D. and Liu, Ying and Sillau, Stefan H. and Bainbridge, Jacquelyn and Klawitter, Jost and Sempio, Cristina and Dunnick, Cory A. and Leehey, Maureen A. and Dellavalle, Robert P.",2024,JMIR Dermatology,10.2196/49965,https://www.scopus.com/pages/publications/85191860967?origin=resultslist,,7,,Article,Cited by: 7; All Open Access; Gold Open Access; Green Open Access,True,True,True,Weber2024,False
Gros2025399,ARTICLE,Experimental Therapeutics in Parkinson's Disease: A Review,"Gros, Priti and Garcia, Laura Armengou and Fox, Susan H.",2025,Neurologic Clinics,10.1016/j.ncl.2024.12.013,https://www.scopus.com/pages/publications/105001549519?origin=resultslist,399 - 426,43,2,Review,Cited by: 3,False,False,False,Gros2025399,False
Ono20261405,ARTICLE,Chronological Diagnostic Algorithm Predicting Neuropathology in Parkinsonism,"Ono, Daisuke and Sekiya, Hiroaki and Maier, Alexia R. and Graff-Radford, Neill R. and Wszolek, Zbigniew K. and Dickson, Dennis W.",2026,Annals of Neurology,10.1002/ana.78193,https://www.scopus.com/pages/publications/105033017504?origin=resultslist,1405 - 1414,99,6,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Ono20261405,False
Fang2025,ARTICLE,Glucagon-like peptide-1 medicines in neurological and psychiatric disorders,"Fang, Susanna and Cui, Fiona and Drucker, Daniel J.",2025,Cell Reports Medicine,10.1016/j.xcrm.2025.102511,https://www.scopus.com/pages/publications/105025171900?origin=resultslist,,6,12,Review,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True,Fang2025,False
Kiran2025,ARTICLE,Neuroinflammation—the role of heteroreceptor complexes,"Kiran, Neelakanta Sarvashiva and Rajagopal, Senthilkumar",2025,Exploration of Neuroprotective Therapy,10.37349/ent.2025.1004105,https://www.scopus.com/pages/publications/105007001499?origin=resultslist,,2025,5,Review,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Kiran2025,False
Zhao2026,ARTICLE,Comparative Efficacy and Safety of Treatments for Parkinson's Disease With Depression: A Systematic Review and Bayesian Model-Based Network Meta-Analysis,"Zhao, Yuhang and Mo, Qing'er and Liu, Yesong and Chen, Xiaohan and Zhao, Qianhui and Wang, Huiqian and Yan, Zhenzhen and Cao, Lanxiao and Zhao, Guohua",2026,Brain and Behavior,10.1002/brb3.71722,https://www.scopus.com/pages/publications/105048239978?origin=resultslist,,16,8,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Zhao2026,False
Goyal2024,ARTICLE,Natural products in the management of neurodegenerative diseases,"Goyal, Rajat and Mittal, Pooja and Gautam, Rupesh K. and Kamal, Mohammad Amjad and Perveen, Asma and Garg, Vandana and Alexiou, Athanasios and Saboor, Muhammad and Haque, Shafiul and Farhana, Aisha and Papadakis, Marios and Ashraf, Ghulam Md",2024,Nutrition and Metabolism,10.1186/s12986-024-00800-4,https://www.scopus.com/pages/publications/85193541008?origin=resultslist,,21,1,Review,Cited by: 51; All Open Access; Gold Open Access; Green Open Access,True,True,True,Goyal2024,False
Yan2024,ARTICLE,Quantitative susceptibility mapping of multiple system atrophy and Parkinson's disease correlates with neurotransmitter reference maps,"Yan, Su and Lu, Jun and Duan, Bingfang and Zhu, Hongquan and Liu, Dong and Li, Li and Qin, Yuanyuan and Li, Yuanhao and Zhu, Wenzhen",2024,Neurobiology of Disease,10.1016/j.nbd.2024.106549,https://www.scopus.com/pages/publications/85195067187?origin=resultslist,,198,,Article,Cited by: 11; All Open Access; Gold Open Access,True,True,False,Yan2024,False
Griffith2024198,ARTICLE,Cannabis use in Parkinson's disease: Patient access to medical cannabis and physician perspective on product safety,"Griffith, Symone T. and Conrow, Kendra D. and Go, Michael and McEntee, Mindy L. and Daniulaityte, Raminta and Nadesan, Majia H. and Swinburne, Mathew R. and Shill, Holly A. and Leung, Maxwell C.K.",2024,NeuroToxicology,10.1016/j.neuro.2024.05.008,https://www.scopus.com/pages/publications/85196850492?origin=resultslist,198 - 205,103,,Article,Cited by: 7; All Open Access; Hybrid Gold Open Access,True,True,False,Griffith2024198,False
Ponciano2025,ARTICLE,Cannabigerol Mitigates Haloperidol-Induced Vacuous Chewing Movements in Mice,"Ponciano, R. and Hallak, J.E.C. and Crippa, J.A. and Guimarães, F.S. and Bel, Elaine Ap. Del",2025,Neurotoxicity Research,10.1007/s12640-024-00724-0,https://www.scopus.com/pages/publications/85212771694?origin=resultslist,,43,1,Article,Cited by: 1,False,False,False,Ponciano2025,False
Kim2024290,ARTICLE,Relationship between drug-induced movement disorders and psychosis in adults living in precarious housing or homelessness,"Kim, David D. and Procyshyn, Ric M. and Jones, Andrea A. and Gicas, Kristina M. and Jones, Paul W. and Petersson, Anna M. and Lee, Lik Hang N. and McLellan-Carich, Rachel and Cho, Lianne L. and Panenka, William J. and Leonova, Olga and Lang, Donna J. and Thornton, Allen E. and Honer, William G. and Barr, Alasdair M.",2024,Journal of Psychiatric Research,10.1016/j.jpsychires.2024.01.003,https://www.scopus.com/pages/publications/85181825276?origin=resultslist,290 - 296,170,,Article,Cited by: 2,False,False,False,Kim2024290,False
Smith2024325,ARTICLE,Phytocannabinoids—Evaluation of their therapeutic role in neuroinflammation,"Smith, Sharon and Spurgeon, Taurri and Spurgeon, Ruarri and Heal, David",2024,Exploration of Neuroprotective Therapy,10.37349/ent.2024.00087,https://www.scopus.com/pages/publications/85207842339?origin=resultslist,325 - 348,4,4,Review,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True,Smith2024325,False
Lapmanee2024,ARTICLE,Assessing the Safety and Therapeutic Efficacy of Cannabidiol Lipid Nanoparticles in Alleviating Metabolic and Memory Impairments and Hippocampal Histopathological Changes in Diabetic Parkinson’s Rats,"Lapmanee, Sarawut and Bhubhanil, Sakkarin and Wongchitrat, Prapimpun and Charoenphon, Natthawut and Inchan, Anjaree and Ngernsutivorakul, Thitaphat and Dechbumroong, Piroonrat and Khongkow, Mattaka and Namdee, Katawut",2024,Pharmaceutics,10.3390/pharmaceutics16040514,https://www.scopus.com/pages/publications/85191493976?origin=resultslist,,16,4,Article,Cited by: 15; All Open Access; Gold Open Access; Green Open Access,True,True,True,Lapmanee2024,False
Pathak2024,ARTICLE,Assessing effects of Cannabis on various neuropathologies: A systematic review,"Pathak, Suhrud and Jeyabalan, Jeyaram Bharathi and Liu, Keyi and Cook, Preston and Lange, Bennett and Kim, Shannon and Nadar, Rishi and Ward, Kiersten and Watts Alexander, Courtney S. and Kumar, Ashwani and Dua, Kamal and Moore, Timothy and Govindasamy, Jeyabalan and Dhanasekaran, Muralikrishnan",2024,Journal of Ayurveda and Integrative Medicine,10.1016/j.jaim.2024.100911,https://www.scopus.com/pages/publications/85196005803?origin=resultslist,,15,3,Review,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True,Pathak2024,False
El Zibaoui2026105,ARTICLE,"Clinical, practical, and psychosocial challenges of living with glucose transporter type 1 deficiency syndrome","El Zibaoui, Roba and McDonald, Tanya J.W. and Steele, Glenna and Kossoff, Eric H. and Cervenka, Mackenzie C.",2026,Seizure,10.1016/j.seizure.2026.03.005,https://www.scopus.com/pages/publications/105032545351?origin=resultslist,105 - 111,137,,Article,Cited by: 1,False,False,False,El Zibaoui2026105,False
Gonçalves2025484,ARTICLE,Delusional infestation: an evidence-informed approach for general practice,"Gonçalves, Rui Baptista and Goulding, Jonathan M R and Mughal, Faraz",2025,British Journal of General Practice,10.3399/BJGP.2025.0288,https://www.scopus.com/pages/publications/105029570992?origin=resultslist,484 - 486,75,759,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Gonçalves2025484,False
García-Pacheco202464,ARTICLE,"The burden of mental disorders in Mexico, 1990-2019: Mental and neurological disorders, substance use, suicides, and related somatic disorders","García-Pacheco, José Ángel and Torres Ortega, María de Lourdes and Borges, Guilherme",2024,Spanish Journal of Psychiatry and Mental Health,10.1016/j.rpsm.2021.06.005,https://www.scopus.com/pages/publications/85111560933?origin=resultslist,64 - 70,17,2,Article,Cited by: 7,False,False,False,García-Pacheco202464,False
Okrah2026,ARTICLE,Cannabidiol and Parkinson's disease: Investigating receptor interactions and their therapeutic implications,"Okrah, Eric A. and Allan, Claire and Doblin, Monika S. and Annesley, Sarah J.",2026,Pharmacology and Therapeutics,10.1016/j.pharmthera.2025.108943,https://www.scopus.com/pages/publications/105020942263?origin=resultslist,,277,,Article,Cited by: 1; All Open Access; Green Open Access,True,False,True,Okrah2026,False
Buchaim2025,ARTICLE,Exploring Cannabidiol’s Role in Regenerative Medicine: Focus on Neural and Skeletal Tissues,"Buchaim, Rogerio Leone and Dias, Livia Cristina and de Sousa, Fabiana Gomes Cardoso Pereira and Morais, Samuel de Sousa and Jacintho, Alexandre José and Paulini, Marina Ribeiro and Issa, João Paulo Mardegan and Buchaim, Daniela Vieira",2025,Biomedicines,10.3390/biomedicines13102490,https://www.scopus.com/pages/publications/105020272153?origin=resultslist,,13,10,Review,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Buchaim2025,False
de Aquino2025,ARTICLE,Therapeutic Potential and Challenges of Cannabis sativa in Neurological Disorders: Pathways to Integration into Health Systems,"de Aquino, Pedro Everson Alexandre and Xavier, Júlia Matos Castro and Fonteles, Marta Maria França and Leal, Luzia Kalyne Almeida Moreira and Viana, Glauce Socorro de Barros",2025,Revista Brasileira de Plantas Medicinais,10.70151/np6wdt13,https://www.scopus.com/pages/publications/105012288524?origin=resultslist,,27,1,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False,de Aquino2025,False
Alkhammash2025,ARTICLE,Decoding apoptosis-associated pathways in inflammatory and neurodegenerative diseases: A network pharmacology based drug discovery approach,"Alkhammash, Abdullah and Alotaibi, Ghallab and Algethami, Aliyah and Alqarni, Mohammed",2025,European Journal of Pharmacology,10.1016/j.ejphar.2025.178231,https://www.scopus.com/pages/publications/105021288484?origin=resultslist,,1007,,Article,Cited by: 2,False,False,False,Alkhammash2025,False
Erustes2025,ARTICLE,Cannabidiol induces autophagy via CB1 receptor and reduces α-synuclein cytosolic levels,"Erustes, Adolfo G. and Abílio, Vanessa C. and Bincoletto, Claudia and Piacentini, Mauro and Pereira, Gustavo J.S. and Smaili, Soraya S.",2025,Brain Research,10.1016/j.brainres.2024.149414,https://www.scopus.com/pages/publications/85212961659?origin=resultslist,,1850,,Article,Cited by: 7; All Open Access; Hybrid Gold Open Access,True,True,False,Erustes2025,False
Li2026,ARTICLE,Brain Metabolic Signatures of Amyloid-β and Tau Pathology in Corticobasal Syndrome: A Multimodal Biomarker Study,"Li, Xin-Yi and Lu, Jia-Ying and Shen, Qi and Zhao, Yi-Xin and Chan, Kun-Wang and Liu, Wen and Ge, Jing-Jie and Zhao, Jue and Sun, Yi-Min and Yen, Tzu-Chen and Wu, Jian-Jun and Zuo, Chuan-Tao and Wang, Jian and Liu, Feng-Tao",2026,Movement Disorders,10.1002/mds.70395,https://www.scopus.com/pages/publications/105041971511?origin=resultslist,,,,Article,Cited by: 1,False,False,False,Li2026,False
Guo2024,ARTICLE,Potential Protective Effects of Pungent Flavor Components in Neurodegenerative Diseases,"Guo, Fangxin and Qin, Xudi and Mao, Jian and Xu, Yan and Xie, Jianping",2024,Molecules,10.3390/molecules29235700,https://www.scopus.com/pages/publications/85211949550?origin=resultslist,,29,23,Review,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True,Guo2024,False
De Mattos2024307,ARTICLE,"Cannabidiol improves non-motor symptoms, attenuates neuroinflammation, and favours hippocampal newborn neuronal maturation in a rat model of Parkinsonism","De Mattos, Bianca Andretto and Bonato, Jéssica Mendes and Splendor, Maria Clara and Del Bel, Elaine and Milani, Humberto and De Oliveira, Rúbia Maria Weffort",2024,Acta Neuropsychiatrica,10.1017/neu.2024.15,https://www.scopus.com/pages/publications/85194056387?origin=resultslist,307 - 319,36,5,Article,Cited by: 7,False,False,False,De Mattos2024307,False
Kordinová2026,ARTICLE,"Development of 2,6,9-trisubstituted purines as neuroprotective agents targeting butyrylcholinesterase and cannabinoid CB2 receptor","Kordinová, Helena and Mik, Václav and Hemelíková, Noemi and Gonzalez, Gabriel and Štěpánková, Šárka and Górová, Veronika and Bazgier, Václav and Kvasnica, Miroslav",2026,European Journal of Medicinal Chemistry,10.1016/j.ejmech.2025.118217,https://www.scopus.com/pages/publications/105017298985?origin=resultslist,,301,,Article,Cited by: 1,False,False,False,Kordinová2026,False
Priya202497,ARTICLE,UNVEILING THE THERAPEUTIC POTENTIAL OF GINKGO BILOBA: A NETWORK PHARMACOLOGY APPROACH FOR PARKINSON'S DISEASE; [GİNKGO BİLOBA'NIN TEDAVİ POTANSİYELİNİN ORTAYA ÇIKARILMASI: PARKİNSON HASTALIĞINA YÖNELİK AĞ FARMAKOLOJİSİ YAKLAŞIMI],"Priya, Shiva and Tyagi, Mehak and Dhandayuthapani, Devadharshini and Jayaram, Saravanan",2024,Ankara Universitesi Eczacilik Fakultesi Dergisi,10.33483/jfpau.1340094,https://www.scopus.com/pages/publications/85184782480?origin=resultslist,97 - 108,48,1,Article,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True,Priya202497,False
Vaughan2025,ARTICLE,"Analysis of C9orf72 repeat length in progressive supranuclear palsy, corticobasal syndrome, corticobasal degeneration, and atypical parkinsonism","Vaughan, David P. and Real, Raquel and Jensen, Marte Theilmann and Fumi, Riona G. and Hodgson, Megan and Jabbari, Edwin and Lux, Danielle and Wu, Lesley and Warner, Thomas T. and Jaunmuktane, Zane and Revesz, Tamas and Rowe, James B. and Rohrer, Jonathan and Morris, Huw R.",2025,Journal of Neurology,10.1007/s00415-025-12990-9,https://www.scopus.com/pages/publications/105002017300?origin=resultslist,,272,4,Article,Cited by: 3; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Vaughan2025,False
Hastings2024,ARTICLE,Neuropathologic Validation and Diagnostic Accuracy of Presynaptic Dopaminergic Imaging in the Diagnosis of Parkinsonism,"Hastings, Alexandra and Cullinane, Patrick and Wrigley, Sarah and Revesz, Tamas and Morris, Huw R. and Dickson, John C. and Jaunmuktane, Zane and Warner, Thomas T. and De Pablo-Fernández, Eduardo",2024,Neurology,10.1212/WNL.0000000000209453,https://www.scopus.com/pages/publications/85193611965?origin=resultslist,,102,11,Article,Cited by: 27; All Open Access; Bronze Open Access; Green Open Access,True,False,True,Hastings2024,False
Fleury2025440,ARTICLE,Psilocybin-assisted psychotherapy for Parkinson's disease without depression: A case-report,"Fleury, Vanessa and Tomkova, Emilie and Catalano Chiuvé, Sabina and Penzenstadler, Louise",2025,Journal of Parkinson's Disease,10.1177/1877718X241312604,https://www.scopus.com/pages/publications/105002752294?origin=resultslist,440 - 444,15,2,Article,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True,Fleury2025440,False
Garcia-Guaqueta2024,ARTICLE,Comparing classic-onset corticobasal syndrome to speech/language-onset corticobasal syndrome,"Garcia-Guaqueta, Danna P. and Stephens, Yehkyoung C. and Ali, Farwa and Utianski, Rene L. and Duffy, Joseph R. and Clark, Heather M. and Thu Pham, Nha Trang and Machulda, Mary M. and Lowe, Val J. and Dickson, Dennis W. and Whitwell, Jennifer L. and Josephs, Keith A.",2024,Parkinsonism and Related Disorders,10.1016/j.parkreldis.2024.107025,https://www.scopus.com/pages/publications/85195641341?origin=resultslist,,125,,Article,Cited by: 3; All Open Access; Green Open Access,True,False,True,Garcia-Guaqueta2024,False
Giraldo-Berrio2024,ARTICLE,Rotenone Induces a Neuropathological Phenotype in Cholinergic-like Neurons Resembling Parkinson’s Disease Dementia (PDD),"Giraldo-Berrio, Daniela and Mendivil-Perez, Miguel and Velez-Pardo, Carlos and Jimenez-Del-Rio, Marlene",2024,Neurotoxicity Research,10.1007/s12640-024-00705-3,https://www.scopus.com/pages/publications/85195353829?origin=resultslist,,42,3,Article,Cited by: 11; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Giraldo-Berrio2024,False
Petzold2024,ARTICLE,Structural indices of brain aging in methamphetamine use disorder,"Petzold, Johannes and Pochon, Jean-Baptiste F. and Ghahremani, Dara G. and London, Edythe D.",2024,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2024.111107,https://www.scopus.com/pages/publications/85184572108?origin=resultslist,,256,,Article,Cited by: 7,False,False,False,Petzold2024,False
Soiza2025,ARTICLE,Editor's view - Updates on safer prescribing,"Soiza, Roy L.",2025,Age and Ageing,10.1093/ageing/afaf200,https://www.scopus.com/pages/publications/105011320537?origin=resultslist,,54,7,Article,Cited by: 0,False,False,False,Soiza2025,False
Jellinger2024195,ARTICLE,"The enigma of depression in corticobasal degeneration, a frequent but poorly understood co-morbidity","Jellinger, Kurt A.",2024,Journal of Neural Transmission,10.1007/s00702-023-02731-5,https://www.scopus.com/pages/publications/85182170716?origin=resultslist,195 - 202,131,3,Review,Cited by: 4,False,False,False,Jellinger2024195,False
Bosnyak2024135,ARTICLE,Normal transferrin glycosylation does not rule out severe ALG1 deficiency,"Bosnyak, Inez and Sadek, Mustafa and Ranatunga, Wasantha and Kozicz, Tamas and Morava, Eva",2024,JIMD Reports,10.1002/jmd2.12415,https://www.scopus.com/pages/publications/85193366363?origin=resultslist,135 - 143,65,3,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Bosnyak2024135,False
Zikereya2025,ARTICLE,The cannabinoid receptor 1 mediates exercise-induced improvements of motor skill learning and performance in parkinsonian mouse,"Zikereya, Talifu and Liu, Chuang and Wei, Longwei and Wang, Yinhao and Zhang, Zhizhen and Han, Chuanliang and Shi, Kaixuan and Chen, Wei",2025,Experimental Neurology,10.1016/j.expneurol.2025.115289,https://www.scopus.com/pages/publications/105004707700?origin=resultslist,,391,,Article,Cited by: 5,False,False,False,Zikereya2025,False
Jin20241,ARTICLE,Meta-analysis of the association between C9orf72 repeats and neurodegeneration diseases,"Jin, Pingfei and Li, Yong and Li, Yao",2024,Journal of Neurogenetics,10.1080/01677063.2024.2343672,https://www.scopus.com/pages/publications/85193549793?origin=resultslist,1 - 8,38,1,Review,Cited by: 3; All Open Access; Green Open Access,True,False,True,Jin20241,False
Ahamed20251065,ARTICLE,A Review on Microglia in Neurodegenerative Disorders: An Overview of Natural Products in the Treatment of Neurodegenerative Disease by Targeting Arginase 1,"Ahamed, Mohomed Faizal Umair and Sivapragasam, Gothai and Appan, Nanthini Sridewi",2025,International Journal of Pharmaceutical Investigation,10.5530/ijpi.20250125,https://www.scopus.com/pages/publications/105046760604?origin=resultslist,1065 - 1072,15,4,Review,Cited by: 0,False,False,False,Ahamed20251065,False
Perez-Soriano2025,ARTICLE,"Neurofilament light chain as a diagnostic and prognostic biomarker in atypical parkinsonisms: current evidence, new data, challenges, and future directions","Perez-Soriano, A. and Painous, C. and Fernandez, M. and Perez-Montesino, J. and de Mena, L. and Zaro, I. and Camara, A. and Compta, Y.",2025,Journal of Neural Transmission,10.1007/s00702-025-03070-3,https://www.scopus.com/pages/publications/105024007771?origin=resultslist,,,,Review,Cited by: 2,False,False,False,Perez-Soriano2025,False
Hirsch202434,ARTICLE,"Dispensaries and Medical Marijuana Certifications and Indications: Unveiling the Geographic Connections in Pennsylvania, USA","Hirsch, Annemarie G. and Wright, Eric A. and Nordberg, Cara M. and Dewalle, Joseph and Stains, Elena L. and Kennalley, Amy L. and Zhang, Joy and Tusing, Lorraine D. and Piper, Brian J.",2024,Medical Cannabis and Cannabinoids,10.1159/000537841,https://www.scopus.com/pages/publications/85194084730?origin=resultslist,34 - 43,7,1,Article,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True,Hirsch202434,False
Godad202513636,ARTICLE,"Exploring the Potential Mechanism of Action of Ursolic Acid for Parkinson’s Disease: An Integrative Network Pharmacology, Docking and Molecular Dynamics Study","Godad, Angel and Sawant, Richa and Pahelkar, Akshata R and Pereira, Galvina and Sathaye, Sadhana",2025,Molecular Neurobiology,10.1007/s12035-025-05145-4,https://www.scopus.com/pages/publications/105008813672?origin=resultslist,13636 - 13649,62,10,Article,Cited by: 1,False,False,False,Godad202513636,False
Mucke202544,ARTICLE,Drug Repurposing Patent Applications July–September 2024,"Mucke, Hermann A.M.",2025,Assay and Drug Development Technologies,10.1089/adt.2024.126,https://www.scopus.com/pages/publications/85215327820?origin=resultslist,44 - 52,23,1,Review,Cited by: 0,False,False,False,Mucke202544,False
Bala20241939,ARTICLE,Emerging roles of cannabinoid receptor CB2 receptor in the central nervous system: therapeutic target for CNS disorders,"Bala, Kanchan and Porel, Pratyush and Aran, Khadga Raj",2024,Psychopharmacology,10.1007/s00213-024-06683-w,https://www.scopus.com/pages/publications/85203696246?origin=resultslist,1939 - 1954,241,10,Review,Cited by: 17,False,False,False,Bala20241939,False
Sinisterra Solís2024,ARTICLE,Brain Evaluation by Dual PET/CT with [18F] FDOPA and [18F] FDG in Differential Diagnosis of Parkinsonian Syndromes,"Sinisterra Solís, Fabio Andrés and Romero Castellanos, Francisco Rubén and Cortés Mancera, Emilly Alejandra and Calderón Ávila, Ana L. and González Rueda, Sofía Denisse and Rosales García, Juan Salvador and Kerik Rotenberg, Nora Estela and Tristán Samaniego, Dioselina Panamá and Bonilla Navarrete, Andrés Mauricio",2024,Brain Sciences,10.3390/brainsci14090930,https://www.scopus.com/pages/publications/85205273406?origin=resultslist,,14,9,Article,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True,Sinisterra Solís2024,False
DeJesus2026877,ARTICLE,The hidden impact of pain in Parkinson’s disease: exploring the role of pain interference in gait performance,"DeJesus, Beatriz Menezes and Santos, Annanda Oliveira and Oliveira, Leylane and Santos, Heitor Franco and DeSantana, Josimari Melo",2026,Pain Management,10.1080/17581869.2026.2672489,https://www.scopus.com/pages/publications/105042049087?origin=resultslist,877 - 885,16,8,Article,Cited by: 0; All Open Access; Green Open Access,True,False,True,DeJesus2026877,False
Vo20262380,ARTICLE,Global network and local vulnerabilities underlie brain atrophy across Parkinson’s disease stages,"Vo, Andrew and Tremblay, Christina and Rahayel, Shady and Al-Bachari, Sarah and Berendse, Henk W and Bright, Joanna K and Cendes, Fernando and d'Angremont, Emile and Dalrymple-Alford, John C and Debove, Ines and Dirkx, Michiel F and Druzgal, Jason and Garraux, Gaëtan and Helmich, Rick C and Hu, Michele T and Jahanshad, Neda and Johansson, Martin E and Klein, Johannes C and Laansma, Max A and McMillan, Corey T and Melzer, Tracy R and Misic, Bratislav and Mosley, Philip and Owens-Walton, Conor and Parkes, Laura M and Pellicano, Clelia and Piras, Fabrizio and Poston, Kathleen L and Rango, Mario and Rummel, Christian and Schwingenschuh, Petra and Suette, Melanie and Thompson, Paul M and Tosun, Duygu and Tsai, Chih-Chien and van Balkom, Tim D and van den Heuvel, Odile A and van der Werf, Ysbrand D and van Heese, Eva M and Vriend, Chris and Wang, Jiun-Jie and Wiest, Roland and Yasuda, Clarissa L and Dagher, Alain",2026,Brain,10.1093/brain/awaf432,https://www.scopus.com/pages/publications/105043861378?origin=resultslist,2380 - 2394,149,7,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Vo20262380,False
Mitarnun2025,ARTICLE,Cannabidiol and cognitive functions/inflammatory markers in Parkinson's disease: A double-blind randomized controlled trial at Buriram Hospital (CBD-PD-BRH trial),"Mitarnun, Witoon and Kanjanarangsichai, Auempa and Junlaor, Panomporn and Kongngern, Lisa and Mitarnun, Wenika and Pangwong, Wilasinee and Nonghan, Pawarin",2025,Parkinsonism and Related Disorders,10.1016/j.parkreldis.2025.107841,https://www.scopus.com/pages/publications/105002851630?origin=resultslist,,135,,Article,Cited by: 10,False,False,False,Mitarnun2025,False
Mohammad2024181,ARTICLE,Retinal optical coherence tomography changes as biomarkers for Parkinsonism duration and severity in the Kashmiri population,"Mohammad, Irtiqa and Rashid, Sabia and Sanie, Bashir A. and Ashraf, Shubana and Raina, Adnan F.",2024,Annals of Movement Disorders,10.4103/aomd.aomd_27_24,https://www.scopus.com/pages/publications/85212986483?origin=resultslist,181 - 188,7,3,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Mohammad2024181,False
Stojiljković20261,ARTICLE,Role of [123I]I-mIBG cardiac scintigraphy in the differential diagnosis of Parkinson’s disease — our experience,"Stojiljković, Milica and Šaranović, Dragana Šobić and Mišković, Nataša Dragašević and Odalović, Strahinja and Milojević, Isidora Grozdić and Petrović, Jelena and Petrović, Katja and Radivojević, Olga and Kotur, Milica and Artiko, Vera and Brajković, Leposava",2026,Nuclear Medicine Review,10.5603/nmr.111816,https://www.scopus.com/pages/publications/105047335836?origin=resultslist,1 - 7,29,,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False,Stojiljković20261,False
Dhiman2024,ARTICLE,Sirtuin dysregulation in Parkinson's disease: Implications of acetylation and deacetylation processes,"Dhiman, Sonia and Mannan, Ashi and Taneja, Ayushi and Mohan, Maneesh and Singh, Thakur Gurjeet",2024,Life Sciences,10.1016/j.lfs.2024.122537,https://www.scopus.com/pages/publications/85186750189?origin=resultslist,,342,,Review,Cited by: 27,False,False,False,Dhiman2024,False
Can2024346,ARTICLE,Pharmacological Treatment of Tourette Disorder in Children,"Can, Afra and Vermilion, Jennifer and Mink, Jonathan W. and Morrison, Peter",2024,Journal of Child and Adolescent Psychopharmacology,10.1089/cap.2023.0026,https://www.scopus.com/pages/publications/85202796456?origin=resultslist,346 - 352,34,8,Review,Cited by: 6,False,False,False,Can2024346,False
Bernhardt2026,ARTICLE,From clinical phenotypes to molecular stratification: early differential diagnosis of four-repeat tauopathies,"Bernhardt, Alexander M. and Höglinger, Günter U. and Palleis, Carla",2026,Frontiers in Aging Neuroscience,10.3389/fnagi.2026.1801615,https://www.scopus.com/pages/publications/105044397626?origin=resultslist,,18,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Bernhardt2026,False
Argerich2024,ARTICLE,GPR37 processing in neurodegeneration: a potential marker for Parkinson’s Disease progression rate,"Argerich, Josep and Garma, Leonardo D. and López-Cano, Marc and Álvarez-Montoya, Paula and Gómez-Acero, Laura and Fernández-Dueñas, Víctor and Muñoz-Manchado, Ana B. and Aso, Ester and Boxer, Adam and Andres-Benito, Pol and Svenningsson, Per and Ciruela, Francisco",2024,npj Parkinson's Disease,10.1038/s41531-024-00788-x,https://www.scopus.com/pages/publications/85203422515?origin=resultslist,,10,1,Article,Cited by: 9; All Open Access; Gold Open Access; Green Open Access,True,True,True,Argerich2024,False
Gérard2025,ARTICLE,Tau PET Imaging With [18F]MK-6240: Limited Affinity for Primary Tauopathies and High Specificity for Alzheimer's Disease,"Gérard, Thomas and Colmant, Lise and Malotaux, Vincent and Salman, Yasmine and Huyghe, Lara and Quenon, Lisa and Boyer, Emilien and Dricot, Laurence and Ivanoiu, Adrian and Lhommel, Renaud and Hanseeuw, Bernard",2025,European Journal of Neurology,10.1111/ene.70068,https://www.scopus.com/pages/publications/85218926942?origin=resultslist,,32,2,Article,Cited by: 9; All Open Access; Gold Open Access; Green Open Access,True,True,True,Gérard2025,False
