citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa
Gonçalves2024,ARTICLE,Emergent methods for inactivation of Cronobacter sakazakii in foods: A systematic review and meta-analysis,"Gonçalves, Maria Paula M.B.B. and do Prado-Silva, Leonardo and Sant'Ana, Anderson S.",2024,International Journal of Food Microbiology,10.1016/j.ijfoodmicro.2024.110777,https://www.scopus.com/pages/publications/85196492637?origin=resultslist,,421,,Review,Cited by: 6,False,False,False
Beitia20232802,ARTICLE,Microbial decontamination assisted by ultrasound-based processing technologies in food and model systems: A review,"Beitia, Enrique and Gkogka, Elissavet and Chanos, Panagiotis and Hertel, Christian and Heinz, Volker and Valdramidis, Vasilis and Aganovic, Kemal",2023,Comprehensive Reviews in Food Science and Food Safety,10.1111/1541-4337.13163,https://www.scopus.com/pages/publications/85159278265?origin=resultslist,2802 - 2849,22,4,Review,Cited by: 41; All Open Access; Hybrid Gold Open Access,True,True,False
Braspaiboon2024,ARTICLE,"High Hydrostatic Pressure: Influences on Allergenicity, Bioactivities, and Structural and Functional Properties of Proteins from Diverse Food Sources","Braspaiboon, Sukan and Laokuldilok, Thunnop",2024,Foods,10.3390/foods13060922,https://www.scopus.com/pages/publications/85188702440?origin=resultslist,,13,6,Review,Cited by: 53; All Open Access; Gold Open Access; Green Open Access,True,True,True
Zhang2025756,ARTICLE,Innovative Strategies for Enhancing Heating Uniformity and Quality in Radio Frequency Food Processing: Challenges and Future Directions,"Zhang, Yuqing and Wang, Xiangyi and Zeng, Yandi and Hao, Qian and Wang, Shaojin and Huang, Zhi",2025,Food Engineering Reviews,10.1007/s12393-025-09410-z,https://www.scopus.com/pages/publications/105007033325?origin=resultslist,756 - 775,17,3,Article,Cited by: 8,False,False,False
Bhabani20241541,ARTICLE,Microgreens and novel non-thermal seed germination techniques for sustainable food systems: a review,"Bhabani, Mulakala Geeta and Shams, Rafeeya and Dash, Kshirod Kumar",2024,Food Science and Biotechnology,10.1007/s10068-024-01529-9,https://www.scopus.com/pages/publications/85185964656?origin=resultslist,1541 - 1557,33,7,Review,Cited by: 20; All Open Access; Green Open Access,True,False,True
González-Tejedor2023372,ARTICLE,Application of High Hydrostatic Pressure in fresh purple smoothie: Microbial inactivation kinetic modelling and qualitative studies,"González-Tejedor, Gerardo and Garre, Alberto and Egea, Jose A and Aznar, A. and Artés-Hernández, Francisco and Fernández, Pablo S",2023,Food Science and Technology International,10.1177/10820132221095607,https://www.scopus.com/pages/publications/85137521366?origin=resultslist,372 - 382,29,4,Article,Cited by: 5; All Open Access; Green Open Access,True,False,True
Magalhães20231,BOOK,Use of high-pressure technologies on enzymes,"Magalhães, Isabela Soares and Tribst, Alline Artigiani Lima and de Castro Leite Júnior, Bruno Ricardo",2023,Effect of High-Pressure Technologies on Enzymes: Science and Applications,10.1016/B978-0-323-98386-0.00002-6,https://www.scopus.com/pages/publications/85152857957?origin=resultslist,1 - 18,,,Book chapter,Cited by: 3,False,False,False
Ding2026913,ARTICLE,"Current status, challenges, and future prospects of non-thermal sterilization technologies in dairy products","Ding, Nina and Sun, Qiyue and Yu, Zhongna and Jiang, Hongning and Du, Qijing and Fan, Rongbo and You, Liangliang and Yang, Yongxin and Han, Rongwei",2026,Critical Reviews in Food Science and Nutrition,10.1080/10408398.2025.2534421,https://www.scopus.com/pages/publications/105011698162?origin=resultslist,913 - 932,66,5,Review,Cited by: 4,False,False,False
Kwon2025219,ARTICLE,Prevention of foodborne viruses and pathogens in fresh produce and root vegetables,"Kwon, Hyojin and Lim, Dong Jae and Choi, Changsun",2025,Advances in Food and Nutrition Research,10.1016/bs.afnr.2024.09.015,https://www.scopus.com/pages/publications/85206654828?origin=resultslist,219 - 285,113,,Article,Cited by: 5,False,False,False
Ledina2023149,ARTICLE,Non-thermal technologies for milk and dairy processing,"Ledina, Tijana and Dordević, Jasna and Kovandžić, Marija and Bulajić, Snežana",2023,Meat Technology,10.18485/meattech.2023.64.2.27,https://www.scopus.com/pages/publications/85177799768?origin=resultslist,149 - 154,64,2,Review,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True
Anumudu2021,ARTICLE,Recent advances in the application of the antimicrobial peptide nisin in the inactivation of spore-forming bacteria in foods,"Anumudu, Christian and Hart, Abarasi and Miri, Taghi and Onyeaka, Helen",2021,Molecules,10.3390/molecules26185552,https://www.scopus.com/pages/publications/85114943916?origin=resultslist,,26,18,Review,Cited by: 101; All Open Access; Gold Open Access; Green Open Access,True,True,True
Otero2022359,BOOK,Application of high pressure processing in freezing and thawing processes,"Otero, Laura",2022,Non-thermal Food Processing Operations: Unit Operations and Processing Equipment in the Food Industry,10.1016/B978-0-12-818717-3.00005-6,https://www.scopus.com/pages/publications/85150098027?origin=resultslist,359 - 405,,,Book chapter,Cited by: 9,False,False,False
Sykora2026,ARTICLE,Effect of High-Pressure Processing Operating Parameters on Microbial Inactivation and Bioactive Protein Preservation in Bovine Milk: A Systematic Review,"Sykora, Rudy and Mark, Caleb and Biondi Ryan, Marie and Barman, Bishal and Pitino, Michael and Dallas, David C.",2026,Comprehensive Reviews in Food Science and Food Safety,10.1111/1541-4337.70324,https://www.scopus.com/pages/publications/105021719467?origin=resultslist,,25,1,Review,Cited by: 3; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Garcia Bustos2024,ARTICLE,Hydrodynamic cavitation as a promising technology for fresh produce-based beverages processing,"Garcia Bustos, Kiara A. and Tejada Meza, Kevin and Flores Alarcon, Miguel A.D. and dos Santos, Júlio César and Colina Andrade, Gilberto J. and Terán Hilares, Ruly",2024,Innovative Food Science and Emerging Technologies,10.1016/j.ifset.2024.103784,https://www.scopus.com/pages/publications/85200893767?origin=resultslist,,96,,Review,Cited by: 7,False,False,False
Fidalgo2023141,BOOK,High-pressure processing associated with other technologies to change enzyme activity,"Fidalgo, Liliana G. and Moreira, Silvia A. and Ormando, Paula and Pinto, Carlos A. and Queirós, Rui P. and Saraiva, Jorge A.",2023,Effect of High-Pressure Technologies on Enzymes: Science and Applications,10.1016/B978-0-323-98386-0.00012-9,https://www.scopus.com/pages/publications/85152810867?origin=resultslist,141 - 168,,,Book chapter,Cited by: 10; All Open Access; Green Open Access,True,False,True
Munekata2025329,BOOK,Food safety involved in green technologies for processing of beverages,"Munekata, Paulo Eduardo Sichetti",2025,Emerging Green Processing Technologies for Beverages,10.1016/B978-0-443-15732-5.00012-5,https://www.scopus.com/pages/publications/105005918879?origin=resultslist,329 - 385,,,Book chapter,Cited by: 0,False,False,False
Lee2024,ARTICLE,"The Combined Use of High Pressure Processing and Lactic Acid Containing Fermentate on Inactivation of Salmonella, Shiga Toxin-producing E. coli, and Listeria monocytogenes in Raw Pet Foods","Lee, Alvin and Maks-Warren, Nicole and Aguilar, Viviana and Swicegood, Brittany and Halik, Lindsay and Warren, Joshua and O'Neill, Edward and Meents, Jason and Tejayadi, Susy",2024,Journal of Food Protection,10.1016/j.jfp.2024.100390,https://www.scopus.com/pages/publications/85208587072?origin=resultslist,,87,12,Article,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True
Awuchi2026,ARTICLE,"Chemistry Underlying the Behavior of Food and Agricultural Components During Industrial Manufacturing Processes and Its Implications in Quality Assurance, Food Quality, and Food Safety Management: A Systematic Review","Awuchi, Chinaza Godswill",2026,Food Safety and Health,10.1002/fsh3.70110,https://www.scopus.com/pages/publications/105042636295?origin=resultslist,,,,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False
Popa2023,ARTICLE,Trends in Food Pathogens Risk Attenuation,"Popa, Elisabeta Elena and Ungureanu, Elena Loredana and Geicu-Cristea, Mihaela and Mitelut, Amalia Carmen and Draghici, Mihaela Cristina and Popescu, Paul Alexandru and Popa, Mona Elena",2023,Microorganisms,10.3390/microorganisms11082023,https://www.scopus.com/pages/publications/85168859173?origin=resultslist,,11,8,Review,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True
Koo2023,ARTICLE,Acid adaptation increased the resistance of Escherichia coli O157:H7 in bok choy (Brassica rapa subsp. chinensis) juice to high-pressure processing,"Koo, Andrea and Ghate, Vinayak and Zhou, Weibiao",2023,Applied and Environmental Microbiology,10.1128/aem.00602-23,https://www.scopus.com/pages/publications/85178496050?origin=resultslist,,89,11,Article,Cited by: 3; All Open Access; Green Open Access,True,False,True
Nikparvar2021,ARTICLE,A Diffusion Model to Quantify Membrane Repair Process in Listeria monocytogenes Exposed to High Pressure Processing Based on Fluorescence Microscopy Data,"Nikparvar, Bahareh and Subires, Alicia and Capellas, Marta and Hernandez-Herrero, Manuela and Crauwels, Peter and Riedel, Christian U. and Bar, Nadav",2021,Frontiers in Microbiology,10.3389/fmicb.2021.598739,https://www.scopus.com/pages/publications/85107034195?origin=resultslist,,12,,Article,Cited by: 9; All Open Access; Gold Open Access; Green Open Access,True,True,True
Singh2025,ARTICLE,A Comprehensive Review on Advances in Sustainable Non-Thermal Technologies for Liquid Food Safety and Quality Retention,"Singh, Shubhi and Mishra, Sabyasachi and Nanje Gowda, N.A. and Dalbhagat, Chandrakant Genu and Venugopal, Arun Prasath and Kambhampati, Vivek",2025,Journal of Food Process Engineering,10.1111/jfpe.70177,https://www.scopus.com/pages/publications/105010814032?origin=resultslist,,48,7,Review,Cited by: 6; All Open Access; Bronze Open Access,True,False,False
Fernandes2025,ARTICLE,Clean Label Approaches in Cheese Production: Where Are We?,"Fernandes, Jaime and Gomes, Sandra and Reboredo, Fernando H. and Pintado, Manuela E. and Amaral, Olga and Dias, João and Alvarenga, Nuno",2025,Foods,10.3390/foods14050805,https://www.scopus.com/pages/publications/86000511752?origin=resultslist,,14,5,Review,Cited by: 18; All Open Access; Gold Open Access; Green Open Access,True,True,True
Almughamisi2026,ARTICLE,"Sustainable preservation of dried fish using hybridized plant extracts: HPLC-based quantification of aflatoxins and vitamins, and assessment of broad-spectrum antimicrobial efficacy","Almughamisi, Manal and Uguru, Hilary and Adaigho, Dennis and Abu Ali, Ola A. and Alharthi, Sarah and Sami, Rokayya and Kadi, Roqayah H. and Alnajeebi, Afnan M. and Alqahtani, Amera N. and Alaoufi, Shatha H. and Khashoqji, Moayad M. and Felemban, Alaa H. and Jawharji, Monya T. and Hafiz, Halah A. and Allily, Rowida and Wazzan, Huda",2026,PLOS ONE,10.1371/journal.pone.0347254,https://www.scopus.com/pages/publications/105036905385?origin=resultslist,,21,4 April,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Ganjeh2024,ARTICLE,The effects of high-pressure processing on biogenic amines in food: A review,"Ganjeh, Alireza Mousakhani and Moreira, Nicole and Pinto, Carlos A. and Casal, Susana and Saraiva, Jorge A.",2024,Food and Humanity,10.1016/j.foohum.2024.100252,https://www.scopus.com/pages/publications/85200106788?origin=resultslist,,2,,Review,Cited by: 19; All Open Access; Hybrid Gold Open Access,True,True,False
Ma2026,ARTICLE,Mechanistic insights into acid-induced viable but non-culturable state formation regulated by asr in Escherichia coli O157:H7: roles of intracellular protein aggregation,"Ma, Xinyu and Wu, Yanan and Zhang, Jiajing and Li, Jun and Ren, Qing and Pan, Hanxu and Sun, Zhanbin",2026,Food Microbiology,10.1016/j.fm.2026.105200,https://www.scopus.com/pages/publications/105041539759?origin=resultslist,,140,,Article,Cited by: 0,False,False,False
Wiśniewski2026,ARTICLE,"Application of pascalisation in the control of Listeria sp. in beverages – Effectiveness, limitations, and future prospects","Wiśniewski, Patryk and Zadernowska, Anna",2026,Food Microbiology,10.1016/j.fm.2025.104932,https://www.scopus.com/pages/publications/105016684215?origin=resultslist,,134,,Review,Cited by: 1; All Open Access; Hybrid Gold Open Access,True,True,False
Shirani2026,ARTICLE,Honey as a Functional Food: Evaluating Its Antimicrobial Properties and Bacterial Safety Concerns,"Shirani, Kobra and Mottaghi, Amirmohammad and Shabani, Mohammad",2026,Foodborne Pathogens and Disease,10.1177/15353141251392181,https://www.scopus.com/pages/publications/105030529115?origin=resultslist,,,,Review,Cited by: 1,False,False,False
Sruthi202158,ARTICLE,Effect of processing on storage stability of millet flour: A review,"Sruthi, N.U. and Rao, Pavuluri Srinivasa",2021,Trends in Food Science and Technology,10.1016/j.tifs.2021.03.043,https://www.scopus.com/pages/publications/85103695812?origin=resultslist,58 - 74,112,,Review,Cited by: 154,False,False,False
Yildiz2021,ARTICLE,"Shelf life extension of strawberry juice by equivalent ultrasound, high pressure, and pulsed electric fields processes","Yildiz, Semanur and Pokhrel, Prashant Raj and Unluturk, Sevcan and Barbosa-Cánovas, Gustavo V.",2021,Food Research International,10.1016/j.foodres.2020.110040,https://www.scopus.com/pages/publications/85098686986?origin=resultslist,,140,,Article,Cited by: 101; All Open Access; Bronze Open Access,True,False,False
Kim2023,ARTICLE,Effect of high-pressure processing on the inactivation of foodborne pathogens in egg salad,"Kim, Min-Ju and Park, Sang-Hyun",2023,Letters in Applied Microbiology,10.1093/lambio/ovad068,https://www.scopus.com/pages/publications/85163904630?origin=resultslist,,76,6,Article,Cited by: 3,False,False,False
Koo2023,ARTICLE,Residual polyphenol oxidase and peroxidase activities in high pressure processed bok choy (Brassica rapa subsp. chinensis) juice did not accelerate nutrient degradation during storage,"Koo, Andrea and Chew, Ding Xiang and Ghate, Vinayak and Zhou, Weibiao",2023,Innovative Food Science and Emerging Technologies,10.1016/j.ifset.2023.103284,https://www.scopus.com/pages/publications/85146432862?origin=resultslist,,84,,Article,Cited by: 26; All Open Access; Hybrid Gold Open Access,True,True,False
Serra-Castelló2023,ARTICLE,High pressure processing to control Salmonella in raw pet food without compromising the freshness appearance: The impact of acidulation and frozen storage,"Serra-Castelló, Cristina and Possas, Arícia and Jofré, Anna and Garriga, Margarita and Bover-Cid, Sara",2023,Food Microbiology,10.1016/j.fm.2022.104139,https://www.scopus.com/pages/publications/85137761814?origin=resultslist,,109,,Article,Cited by: 15; All Open Access; Green Open Access,True,False,True
Ying20241,ARTICLE,Advancements in nonthermal physical field technologies for prefabricated aquatic food: A comprehensive review,"Ying, Xiaoguo and Li, Taiyu and Deng, Shanggui and Brennan, Charles and Benjakul, Soottawat and Liu, Huifan and Wang, Feng and Xie, Xi and Liu, Dongjie and Li, Jun and Xiao, Gengsheng and Ma, Lukai",2024,Comprehensive Reviews in Food Science and Food Safety,10.1111/1541-4337.13290,https://www.scopus.com/pages/publications/85181442531?origin=resultslist,1 - 34,23,1,Review,Cited by: 42,False,False,False
Tang20248587,ARTICLE,Mechanistic and synergistic aspects of ultrasonics and hydrodynamic cavitation for food processing,"Tang, Jiafei and Zhu, Xianglu and Jambrak, Anet Rezek and Sun, Da-Wen and Tiwari, Brijesh K.",2024,Critical Reviews in Food Science and Nutrition,10.1080/10408398.2023.2201834,https://www.scopus.com/pages/publications/85159580308?origin=resultslist,8587 - 8608,64,24,Review,Cited by: 70,False,False,False
Tantala2025,ARTICLE,Cellulose casing impregnated with chitosan: Its antimicrobial activity and application in ready-to-eat sausage,"Tantala, Juthamas and Kaokham, Pongkwan and Boonsupthip, Waraporn and Thumanu, Kanjana and Rachtanapun, Pornchai and Naksang, Porawan and Rachtanapun, Chitsiri",2025,Food Research International,10.1016/j.foodres.2025.116108,https://www.scopus.com/pages/publications/86000781771?origin=resultslist,,208,,Article,Cited by: 3; All Open Access; Hybrid Gold Open Access,True,True,False
Soni20214652,ARTICLE,Applications of novel processing technologies to enhance the safety and bioactivity of milk,"Soni, Aswathi and Samuelsson, Linda M. and Loveday, Simon M. and Gupta, Tanushree B",2021,Comprehensive Reviews in Food Science and Food Safety,10.1111/1541-4337.12819,https://www.scopus.com/pages/publications/85113510087?origin=resultslist,4652 - 4677,20,5,Article,Cited by: 45; All Open Access; Green Open Access,True,False,True
Xu2022,ARTICLE,Vacuum packaging improved inactivation efficacy of moderate dry heat for decontamination of Salmonella on almond kernels,"Xu, Shiwei and Chen, Haiqiang",2022,International Journal of Food Microbiology,10.1016/j.ijfoodmicro.2022.109849,https://www.scopus.com/pages/publications/85135407972?origin=resultslist,,379,,Article,Cited by: 11,False,False,False
Gökmen2024,ARTICLE,Current approaches in water-assisted systems for foodborne microbial inactivation: A review,"Gökmen, Gökhan Gurur and Rathod, Nikheel Bhojraj and Guzik, Paulina and Kulawik, Piotr and Akan, Tamer and Kışla, Duygu and Ozogul, Fatih",2024,Trends in Food Science and Technology,10.1016/j.tifs.2023.104284,https://www.scopus.com/pages/publications/85178499301?origin=resultslist,,143,,Review,Cited by: 14,False,False,False
Ishikawa2025135,ARTICLE,Optimization of Legume Processing Based on Food Chemical Engineering Analysis; [食品化学工学的解析に基づいた豆類加工プロセスの最適化],"Ishikawa, Daitaro and Fujii, Tomoyuki and Tsukada, Yoshihiro",2025,Japan Journal of Food Engineering,10.11301/jsfe.25678,https://www.scopus.com/pages/publications/105024703742?origin=resultslist,135 - 141,26,4,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False
Chaikham2025,ARTICLE,High pressure processing of sweet corn milk yogurt: A plant-based probiotic carrier with enhanced stability,"Chaikham, Pittaya and Yutsapremanon, Suttipong and Baipong, Sasitorn and Jung, Young Hoon and Zhang, Wanli and Suriyarak, Sarisa and Rawdkuen, Saroat and Sai-Ut, Samart and Jirasatid, Sani",2025,Food Chemistry Advances,10.1016/j.focha.2025.101174,https://www.scopus.com/pages/publications/105022170675?origin=resultslist,,9,,Article,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True
Syed20257119,ARTICLE,"Measurement and characterization of sugarcane juice quality, nutrient retention and enhancing shelf life with cold preservation methods","Syed, Ayesha and Akhtar, Muhammad and Zahid, Hira and Azeem, Subhan and Iqbal, Ali and Urooj, Rabail and Kashif, Ali Sher and Bano, Yasmeen",2025,Journal of Food Measurement and Characterization,10.1007/s11694-025-03456-7,https://www.scopus.com/pages/publications/105009401167?origin=resultslist,7119 - 7130,19,10,Article,Cited by: 0,False,False,False
Leong20247739,ARTICLE,Addressing the opportunities of non-thermal food processing technologies in the ASEAN region context,"Leong, Sze Ying and Duque, Sheba Mae M. and Conde, Ladie Anne and Khrisanapant, Prit and Oey, Indrawati",2024,International Journal of Food Science and Technology,10.1111/ijfs.17203,https://www.scopus.com/pages/publications/85192749960?origin=resultslist,7739 - 7753,59,10,Review,Cited by: 12; All Open Access; Hybrid Gold Open Access,True,True,False
Bhatnagar2022,ARTICLE,Impact of irradiation on physico-chemical and nutritional properties of fruits and vegetables: A mini review,"Bhatnagar, Pooja and Gururani, Prateek and Bisht, Bhawna and Kumar, Vinod and Kumar, Navin and Joshi, Raja and Vlaskin, Mikhail S.",2022,Heliyon,10.1016/j.heliyon.2022.e10918,https://www.scopus.com/pages/publications/85139327895?origin=resultslist,,8,10,Review,Cited by: 64; All Open Access; Gold Open Access; Green Open Access,True,True,True
Ramakrishnan2023,ARTICLE,Non-thermal process technologies: Influences on nutritional and storage characteristics of millets,"Ramakrishnan, Sudha Rani and Antony, Usha and Kim, Soo-Jung",2023,Journal of Food Process Engineering,10.1111/jfpe.14215,https://www.scopus.com/pages/publications/85142253735?origin=resultslist,,46,10,Review,Cited by: 39,False,False,False
Sheen20225042,ARTICLE,"Synergistic effect of high hydrostatic pressure, allyl isothiocyanate, and acetic acid on the inactivation and survival of pathogenic Escherichia coli in ground chicken","Sheen, Shiowshuh and Huang, Chi-Yun and Chuang, Shihyu",2022,Journal of Food Science,10.1111/1750-3841.16346,https://www.scopus.com/pages/publications/85139076287?origin=resultslist,5042 - 5053,87,11,Article,Cited by: 5,False,False,False
Stanford2021,ARTICLE,"Biofilm-forming capacity of Escherichia coli isolated from cattle and beef packing plants: Relation to virulence attributes, stage of processing, antimicrobial interventions, and heat tolerance","Stanford, Kim and Tran, Frances and Zhang, Peipei and Yang, Xianqin",2021,Applied and Environmental Microbiology,10.1128/AEM.01126-21,https://www.scopus.com/pages/publications/85120084483?origin=resultslist,,87,23,Article,Cited by: 26; All Open Access; Green Open Access,True,False,True
Machado2023,ARTICLE,High Pressure and Pasteurization Effects on Dairy Cream †,"Machado, Fernanda and Duarte, Ricardo V. and Pinto, Carlos A. and Casal, Susana and Lopes-da-Silva, José A. and Saraiva, Jorge A.",2023,Foods,10.3390/foods12193640,https://www.scopus.com/pages/publications/85173812698?origin=resultslist,,12,19,Article,Cited by: 11; All Open Access; Gold Open Access; Green Open Access,True,True,True
Zou2021,ARTICLE,Effects of decontamination treatment combined with natural chemicals and/or ultra-high pressure on the quality and safety of ready-to-eat wine-pickled mud snails (Bullacta exarata),"Zou, Xiaoqian and Peng, Sijia and Pang, Chunxia and Wang, Junhao and Gouda, Mohamed Hawali Bata and Du, Chuanlai and Yu, Jubo and Luo, Haibo and Jiang, Li",2021,Food Quality and Safety,10.1093/fqsafe/fyab001,https://www.scopus.com/pages/publications/85106403373?origin=resultslist,,5,,Article,Cited by: 4; All Open Access; Gold Open Access,True,True,False
Bhanu Prakash Reddy2026,ARTICLE,"Impact of Pulsed Electric Field, High-Pressure Processing, Combined, and Thermal Treatments on the Quality of Tender Coconut Water During Refrigerated Preservation","Bhanu Prakash Reddy, N. and Thivya, P. and Sinija, V.R.",2026,Food and Bioprocess Technology,10.1007/s11947-026-04278-1,https://www.scopus.com/pages/publications/105033723099?origin=resultslist,,19,4,Article,Cited by: 2,False,False,False
Serra-Castelló2022,ARTICLE,Enhanced high hydrostatic pressure lethality in acidulated raw pet food formulations was pathogen species and strain dependent,"Serra-Castelló, Cristina and Possas, Aricia and Jofré, Anna and Garriga, Margarita and Bover-Cid, Sara",2022,Food Microbiology,10.1016/j.fm.2022.104002,https://www.scopus.com/pages/publications/85124487587?origin=resultslist,,104,,Article,Cited by: 11,False,False,False
Kumar2025,ARTICLE,"Synergistic integration of high-pressure processing, pulsed electric fields, cold plasma, and UV light with bioactive compounds for enhanced food safety, quality, and shelf-life: new advances and mechanisms","Kumar, Anand and Hailu, Gebremichael Gebremedhin and Xv, Meijin and Qiu, Hui and Choic, Sun-Il and Lee, Ok-Hwan and Wang, Zefu and Han, Zongyuan and Liu, Shucheng and Wei, Shuai",2025,Food and Humanity,10.1016/j.foohum.2025.100757,https://www.scopus.com/pages/publications/105012923411?origin=resultslist,,5,,Article,Cited by: 8,False,False,False
Chandel2025,ARTICLE,Applications of High Pressure Homogenization in Food Industry for Ensuring Quality and Safety,"Chandel, Anu and Xavier, Janifer Raj and Chauhan, Om Prakash",2025,Journal of Food Process Engineering,10.1111/jfpe.70105,https://www.scopus.com/pages/publications/105002167866?origin=resultslist,,48,4,Review,Cited by: 9; All Open Access; Hybrid Gold Open Access,True,True,False
Katsigiannis2022,ARTICLE,Continuous in-line decontamination of food-processing surfaces using cold atmospheric pressure air plasma,"Katsigiannis, Andreas S. and Hojnik, Nataša and Modic, Martina and Bayliss, Danny L. and Kovač, Janez and Walsh, James L.",2022,Innovative Food Science and Emerging Technologies,10.1016/j.ifset.2022.103150,https://www.scopus.com/pages/publications/85139003221?origin=resultslist,,81,,Article,Cited by: 20,False,False,False
Erdem2026,ARTICLE,Modeling the inactivation of E. coli O157:H7 (ATCC 43888) in high hydrostatic pressure treated tomato juice,"Erdem, Furkan and Dogan, Onay and Alpas, Hami",2026,International Journal of Food Microbiology,10.1016/j.ijfoodmicro.2026.111653,https://www.scopus.com/pages/publications/105028241155?origin=resultslist,,450,,Article,Cited by: 0; All Open Access; Green Open Access,True,False,True
